,name,area,city,specialization,consultationfee,rating,experience,hospitalname,stories
950,Dr. Nitesh Motwani,Andheri West,Mumbai,Dentist,400,98,15,Smile Concepts Multi Speciality Dental Clinic,138
951,Dr. Devang Shah,Kandivali West,Mumbai,Dentist,300,97,13,Kidz Dental Hub - Family Dental Clinic,61
952,Dr. Disha Sanghvi,Versova,Mumbai,Dentist,500,100,15,InstaSmiles,227
953,Dr. Preeti Hooda,Kandivali East,Mumbai,Dentist,300,100,13,My Family Dentist,23
954,Dr. Priyal Virani,Mulund West,Mumbai,Dentist,400,93,16,Trisa Dental Solutions,10
955,Dr. Saba Rasool,Andheri West,Mumbai,Dentist,1000,100,23,Emerald Glow Dental Centre,46
956,Dr. Dhruti Raut Chavan,Dadar East,Mumbai,Dentist,500,98,12,Smile Again,14
957,Dr. Sharada P Gowda,Goregaon East,Mumbai,Dentist,500,98,14,American Dental Practices,67
958,Dr. Mohak Ruparel,Colaba,Mumbai,Dentist,500,96,14,Dr. Ruparel's Clinic SmileBay,48
959,Dr. Keyur Mehta,Khar West,Mumbai,Dentist,1000,100,16,Embrace Orthodontics,59
960,Dr. Nishant Gandhi,Powai,Mumbai,Dentist,500,98,17,Dr. Nishant's Dental Surgeons Planet,245
961,Dr. Upasana Gosalia,Ghatkopar East,Mumbai,Dentist,350,100,14,i-Smile Dental Clinic,343
962,Dr. Sanket Sheth,Ghatkopar East,Mumbai,Dentist,500,99,16,Bombay Dental Specialities,156
963,Dr. Shalini Pal,Marol,Mumbai,Dentist,350,100,16,DentaWell Dental Clinic,34
964,Dr. Gauri Kadam,Andheri West,Mumbai,Dentist,600,100,19,Dr. Gauri's Dental Speciality Clinic,128
965,Dr. Manoj Bodhwani,Khar West,Mumbai,Dentist,700,98,17,Tooth Avenue,164
966,Dr. Parag Shah,Ghatkopar East,Mumbai,Dentist,600,99,21,Physio32,55
967,Dr. Siddhi Dinesh Prabhu,Grant Road,Mumbai,Dentist,300,100,13,Shubhdin Dental Clinic,111
968,Dr. Gaurav Poplai,Bandra West,Mumbai,Dentist,500,99,15,The Dental Arch,62
969,Dr. Abhijit Pawar,Powai,Mumbai,Dentist,200,100,21,Budget Multispecialty Dental Clinic,85
970,Dr. Vivian Varghese,Borivali West,Mumbai,Dentist,300,100,12,Little Star Children's Dental Clinic,121
971,Dr. Dipika Bharani,Vileparle East,Mumbai,Dentist,500,99,14,Dentalfix Clinic,144
972,Dr. Vividha Singhania,Mahim,Mumbai,Dentist,500,100,14,Garden Multispeciality Dental Clinic,192
973,Dr. Sejal Jain,Vileparle West,Mumbai,Dentist,400,100,13,Smiles and More Dental Care Center,49
974,Dr. Bhavin Shah,Goregaon East,Mumbai,Dentist,500,99,14,American Dental Practices,154
975,Dr. Manjul Jain,Andheri West,Mumbai,Dentist,750,98,27,Metro Dental Speciality Clinic,111
976,Dr. Meghal Shah,Vileparle East,Mumbai,Dentist,400,99,17,Dr. Megghal Shah's Microscope Enhanced Dental Clinic,17
977,Dr. Sagar D. Barkade,Chembur,Mumbai,Dentist,500,99,17,Smile Dental Hospital,288
978,Dr. Sonia Anare,Parel,Mumbai,Dentist,500,100,14,Smilessence Center for Advanced Dentistry,30
979,Dr. Bandish Parekh,Matunga,Mumbai,Dentist,500,99,15,Parekh's Dental Clinic,121
980,Dr. Mohit Solanki,Andheri West,Mumbai,Dentist,500,98,12,Navkar Dental Care And Implant Centre,218
981,Dr. Pankti Shah,Kandivali West,Mumbai,Dentist,300,99,11,Kidz Dental Hub - Family Dental Clinic,58
982,Dr. Deval Naik,Goregaon West,Mumbai,Dentist,500,99,19,Dentista  -  Aesthetic & Restorative Dentistry,121
983,Dr. Jignesh Kothari,Santacruz West,Mumbai,Dentist,1000,97,20,"CDC-Center For Advanced Dentistry, Invisible Braces & Invisalign",262
984,Dr. Abhishek Modi,Walkeshwar,Mumbai,Dentist,500,100,11,Dr. Teeth Implant & Aesthetic Centre,56
985,Dr. Nikita Motwani,Andheri West,Mumbai,Dentist,400,100,11,Smile Concepts Multi Speciality Dental Clinic,73
986,Dr. Prakash S. Jain,Cumballa Hill,Mumbai,Dentist,600,99,23,Dr Prakash Jain's Toothville Family Dental Care,56
987,Dr. Bharat Porwal,Lower Parel,Mumbai,Dentist,500,99,30,Dr Bharat M Porwal Clinic,59
988,Dr. Meena P. Mistry,Vileparle East,Mumbai,Dentist,500,97,35,Keep Fit Clinic,20
989,Dr. Zeeshan Ladhani,Colaba,Mumbai,Dentist,500,100,11,Zendent,36
990,Dr. Aniket Gandhi,Ghatkopar East,Mumbai,Dentist,400,94,15,White Arc Dental Studio,13
991,Dr. Sonal Malguria Bhasin,Santacruz West,Mumbai,Dentist,300,98,26,Dr sonal's All Smiles Dental Clinic,33
992,Dr. Sagar J Abichandani,Andheri West,Mumbai,Dentist,500,95,14,The Dental Hub,9
993,Dr. Rohan Virani,Mulund West,Mumbai,Dentist,500,95,17,Trisa Dental Solutions,154
994,Dr. Varun Parikh,Ghatkopar East,Mumbai,Dentist,500,99,15,The Dental Inc.,35
995,Dr. Suhani Talesara,Jogeshwari,Mumbai,Dentist,500,100,14,Dr. Suhani's Dr. Dentist Multispeciality Dental Clinic,230
996,Dr. Khushboo Sehgal Chablani,Bandra West,Mumbai,Dentist,1000,99,16,Sorriso Dental Care,129
997,Dr. Varsha Daryanani,Nariman Point,Mumbai,Dentist,2000,99,22,Dr Varsha Daryanani's Crown Corner,47
998,Dr. Jigar Gala,Andheri West,Mumbai,Dentist,1000,96,18,Dental Concepts - Dental Spa And Implant Clinic,96
999,Dr. Amit Majethia,Ghatkopar East,Mumbai,Dentist,500,100,13,Forever Smiles,98
1000,Dr. Ambika Arora,Tilak Nagar,Mumbai,Dentist,2000,100,12,Unique Smile Concepts,42
1001,Dr. Hitesh Shah,Kandivali West,Mumbai,Homoeopath,1500,99,35,"Dr. Hitesh Shah's ""Sexology, Stress Management & Counselling Clinic""",503
1002,Dr. Rajesh Shah,Chembur,Mumbai,Homoeopath,5000,88,38,Lifeforce Homeopathy Clinic,56
1003,Dr. Amit Vora,Bhandup West,Mumbai,Homoeopath,1000,97,19,Homoeopathic Clinic,228
1004,Dr. Adhye,Chembur,Mumbai,Homoeopath,1700,98,40,Dr. Adhye's Homeopathic Clinic,58
1005,Dr. Kukreja A. Kalani,Powai,Mumbai,Homoeopath,500,98,26,Kent Homeopathy Clinic,344
1006,Dr. Rajiv Bhanej,Malad West,Mumbai,Homoeopath,700,97,22,Shri Laxmi Homeopathic Clinic,53
1007,Dr. Brijesh Kumar Yadav,Mira Road,Mumbai,Homoeopath,500,96,14,Nine Eleven Clinic,69
1008,Dr. Rajesh D Rambhia,Mulund West,Mumbai,Homoeopath,600,98,32,Dr. Rambhia's Homoeopathic Clinic,60
1009,Dr. Bhavesh Acharya,Andheri East,Mumbai,Homoeopath,1500,98,34,Global Homoeopathy and Esthetiques Clinic,582
1010,Dr. Harleen S Kaur,Khar West,Mumbai,Homoeopath,1500,97,13,Sadhana Proactive Clinic,12
1011,Dr. Yash Girish Shete,Malad West,Mumbai,Homoeopath,500,100,8,Dr Shete's Healthcare Clinic,9
1012,Dr. P M Bhanej,Malad West,Mumbai,Homoeopath,700,91,54,Shri Laxmi Homeopathic Clinic,7
1013,Dr. Amol Rane,Bhandup West,Mumbai,Homoeopath,1500,100,23,Dr. Amol Rane's SuperSpecialty Homeopathic Clinic,3
1014,Dr. Praful Barvalia,Ghatkopar East,Mumbai,Homoeopath,2500,100,42,Dr. Barvalias Vibrant Homoeopathic Healing Centre,57
1015,Dr. Kinjal Shah,Kandivali West,Mumbai,Homoeopath,2200,100,14,Kalp Clinic,18
1016,Dr. Reny Miglani,Mulund West,Mumbai,Homoeopath,700,100,38,Dr Reny Miglani Homeopathy Clinic,74
1017,Dr. Parul R Parikh,Kandivali,Mumbai,Homoeopath,1000,,34,Homeopathy & Ozone Therapy Clinic,74
1018,Dr. Pramod Patil,Borivali East,Mumbai,Homoeopath,2000,99,16,Patil Homeopaths,73
1019,Dr. Prathamesh Naik,Dadar,Mumbai,Homoeopath,500,100,8,Naik Homeopathy,5
1020,Dr. Kerfegar Wadia,Colaba,Mumbai,Homoeopath,700,88,9,Dr. Kerfegar Wadia's Clinic,15
1021,Dr. Amrita Utekar,Chembur,Mumbai,Homoeopath,1500,100,11,Lifeforce Homeopathy Clinic,6
1022,Dr. Subhash K Dhawale,Parel,Mumbai,Homoeopath,2500,97,23,Dr. Dhawale's  Homeopathy and Wellness Center,18
1023,Dr. Namita P. Patil,Borivali East,Mumbai,Homoeopath,1000,100,15,Patil Homeopaths,2
1024,Dr. Palak Shah Sangoi,Kandivali West,Mumbai,Homoeopath,2200,100,13,Kalp Clinic,
1025,Dr. Swati Subhash Dhawale,Parel,Mumbai,Homoeopath,2500,100,22,Dr. Dhawale's  Homeopathy and Wellness Center,1
1026,Dr. Kainaz Billimoria,Cumballa Hill,Mumbai,Homoeopath,500,50,10,Lifeforce Homeopathy Clinic,1
1027,Dr. Neetu Jetwani,Chembur,Mumbai,Homoeopath,1500,33,16,Lifeforce Homeopathy Clinic,2
1028,Dr. Neeta Korgaonkar,Vikhroli East,Mumbai,Homoeopath,700,100,20,Dr.Neeta's Multispecialty Homeopathy Clinic,
1029,Dr. Alka Barvalia,Ghatkopar East,Mumbai,Homoeopath,2000,100,16,Dr. Barvalias Vibrant Homoeopathic Healing Centre,4
1030,Dr. Mandar S Patwardhan,Dadar West,Mumbai,Homoeopath,1000,100,32,Patwardhan Homoeopathy Clinic,46
1031,Dr. Jay N. Harde,Borivali,Mumbai,Homoeopath,250,96,31,Dr. Jay N Harde,145
1032,Dr. Ishan B. Thakkar,Borivali West,Mumbai,Homoeopath,1500,100,14,Harmony Health,78
1033,Dr. Prajakta Vaidya,Malad West,Mumbai,Homoeopath,3000,97,15,Healing Harmony A Homeopathy & More Clinic,29
1034,Dr. Nirali Parekh,Matunga East,Mumbai,Homoeopath,1500,100,8,Holistic Healing,9
1035,Dr. Shankar Chawla,Chembur,Mumbai,Homoeopath,2500,99,40,Mohini Clinics - Dr. Shankar Chawla,182
1036,Dr. Nikhil R. Chheda,Wadala,Mumbai,Homoeopath,1000,100,5,Get Well Soon Clinic,4
1037,Dr. Prabha Acharya,Andheri East,Mumbai,Homoeopath,1500,98,35,Global Homoeopathy and Esthetiques Clinic,191
1038,Dr. Prakash Kumar Jha,Mira Road,Mumbai,Homoeopath,450,92,25,Dr Batra's Positive Health Clinic Pvt Ltd,12
1039,Dr. Manisha Mehboobani,Khar West,Mumbai,Homoeopath,450,80,27,Dr Batra's Positive Health Clinic Pvt Ltd,4
1040,Dr. Hetal Pabaria,Mulund West,Mumbai,Homoeopath,450,100,20,Dr Batra's Positive Health Clinic Pvt Ltd,7
1041,Dr. Hemant T Nandu,Matunga East,Mumbai,Homoeopath,2000,99,40,Navjeevan Clinic,12
1042,Dr. Aparna Joshi,Kandivali West,Mumbai,Homoeopath,2500,100,30,Sweet Pills Homeopathy Clinics,1
1043,Dr. Mala Prakash Gudsoorkar,Mulund West,Mumbai,Homoeopath,1000,,26,Homoeo Care Clinic,1
1044,Dr. Bhagunde Jaya Ashok,Vakola,Mumbai,Homoeopath,500,86,20,Dr. J.B Cosmetology and Trichology Clinic,3
1045,Dr. Sonal H Sanghavi,Borivali West,Mumbai,Homoeopath,1500,100,29,"Dr. Sonal Sanghavi's
 Homoeopathic Clinic",451
1046,Dr. Ashish Phoolchand Prajapati,Borivali West,Mumbai,Homoeopath,450,80,13,Dr Batra's Positive Health Clinic Pvt Ltd,3
1047,Dr. Sejal Vivek Parekar,Borivali West,Mumbai,Homoeopath,450,50,28,Dr Batra's Positive Health Clinic Pvt Ltd,1
1048,Dr. Preety Shah,Malad West,Mumbai,Homoeopath,3000,100,15,Healing Harmony A Homeopathy & More Clinic,12
1049,Dr. Kavita Nayak,Borivali West,Mumbai,Homoeopath,450,100,24,Dr Batra's Positive Health Clinic Pvt Ltd,
1050,Dr. Saadan  Shahid,Lokhandwala,Mumbai,Homoeopath,450,100,25,Dr Batra's Positive Health Clinic Pvt Ltd,6
1051,Dr. Shruti Sheth,Ghatkopar East,Mumbai,Homoeopath,400,,15,Dental Care Solutions,9
1052,Dr. Dikshit Jodhavat,Andheri East,Mumbai,Homoeopath,500,100,15,Welling Homeopathy Clinic,1
1053,Dr. Angelo Smith,Matunga West,Mumbai,Homoeopath,500,99,23,Welling Homeopathy,8
1054,Dr. Swarup Sampat,Lokhandwala,Mumbai,Homoeopath,450,57,19,Dr Batra's Positive Health Clinic Pvt Ltd,4
1055,Dr. Dinak R. Jain,Andheri West,Mumbai,Homoeopath,750,,12,Jain Homoeopathic Pharmacy,4
1056,Dr. Neha Shah,Mulund West,Mumbai,Homoeopath,700,,15,Dr Neha'S One Stop 4 Wellness,4
1057,Dr. Sagar,Goregaon East,Mumbai,Homoeopath,500,,5,Dhanvantari Homeo Clinic,4
1058,Dr. Aasma Radiowala,Jogeshwari West,Mumbai,Homoeopath,700,,9,Dr Radiowala Family Physician & Consulting Homeopathy,4
1059,Dr. Krutika Dongre,Sion,Mumbai,Homoeopath,450,97,10,Dr Batra's Positive Health Clinic Pvt Ltd,58
1060,Dr. Afifa Syed,Girgaon,Mumbai,Homoeopath,450,100,9,Dr Batra's Positive Health Clinic Pvt Ltd,11
1061,Dr. Anagha Patwardhan,Dadar West,Mumbai,Homoeopath,1000,100,30,Patwardhan Homoeopathy Clinic,7
1062,Dr. Naqia Z. Khateeb,Andheri West,Mumbai,Homoeopath,800,,7,Dr. Naqia Clinic,7
1063,Dr. Nayan Supekar,Ghatkopar East,Mumbai,Homoeopath,450,94,7,Dr Batra's Positive Health Clinic Pvt Ltd,17
1064,Dr. Yafta Saiyad,Santacruz West,Mumbai,Homoeopath,500,,22,Lifeforce Homeopathy Clinic,17
1065,Dr. Swati Upendra Limaye,Goregaon East,Mumbai,Homoeopath,1500,100,26,ReLive Homoeopathic And Weight Management Clinic,28
1066,Dr. Santosh Pandey,Borivali,Mumbai,Homoeopath,500,,28,Welling Homeopathy,28
1067,Dr. Sinu Sudharmani,Khar West,Mumbai,Homoeopath,450,100,8,Dr Batra's Positive Health Clinic Pvt Ltd,2
1068,Dr. Sourabh Welling,Andheri East,Mumbai,Homoeopath,500,,21,Welling Homeopathy Clinic,2
1069,Dr. Sonali Khaire,Andheri West,Mumbai,Homoeopath,,,18,Prettislim Health Clinic,2
1070,Dr. Noorsabha A. Khan,Lokhandwala,Mumbai,Homoeopath,1000,100,13,Dr. Noorsabha A. Khan,10
1071,Dr. Pooja S Parab,Goregaon East,Mumbai,Homoeopath,1500,100,17,ReLive Homoeopathic And Weight Management Clinic,29
1072,Dr. Nidha Khan,Andheri West,Mumbai,Homoeopath,,,17,Prettislim Health Clinic,29
1073,Dr. Rati Parwani,Santacruz West,Mumbai,Homoeopath,300,,11,Lifeforce Homeopathy Clinic,29
1074,Dr. Kuldeep Rasal,Sion,Mumbai,Homoeopath,450,,19,Dr Batra's Positive Health Clinic Pvt Ltd,29
1075,Dr. Ashwini Yogesh Ujawe,Lokhandwala,Mumbai,Homoeopath,450,,19,Dr Batra's Positive Health Clinic Pvt Ltd,29
1076,Dr. Trupti Kadam,Borivali West,Mumbai,Homoeopath,450,,13,Dr Batra's Positive Health Clinic Pvt Ltd,29
1077,Dr. Sushil Jain,Parel,Mumbai,Homoeopath,450,,6,Jain Clinic,29
1078,Dr. Sultanali Shaikh,Girgaon,Mumbai,Homoeopath,450,,8,Dr Batra's Positive Health Clinic Pvt Ltd,29
1079,Dr. Varsha Suryawanshi,Mulund West,Mumbai,Homoeopath,500,,11,Lifeforce Homeopathy Clinic,29
1080,Dr. Shetty Kshiti,Mulund West,Mumbai,Homoeopath,450,100,27,Dr Batra's Positive Health Clinic Pvt Ltd,5
